timestamp,server_id,latency
1748369015.6562166,208.67.222.222,52.80477401809452
1748369015.6562166,64.6.64.6,74.80477401809452
1748369075.6562166,8.8.8.8,54.68170640866012
1748369075.6562166,1.1.1.1,51.68170640866012
1748369075.6562166,9.9.9.9,83.68170640866012
1748369075.6562166,208.67.222.222,69.68170640866012
1748369075.6562166,64.6.64.6,50.68170640866012
1748369135.6562166,8.8.8.8,60.55678281263188
1748369135.6562166,1.1.1.1,61.55678281263188
1748369135.6562166,9.9.9.9,51.55678281263188
1748369135.6562166,208.67.222.222,106.55678281263188
1748369135.6562166,64.6.64.6,63.55678281263188
1748369195.6562166,8.8.8.8,65.43003793020542
1748369195.6562166,1.1.1.1,67.43003793020542
1748369195.6562166,9.9.9.9,94.43003793020542
1748369195.6562166,208.67.222.222,82.43003793020542
1748369195.6562166,64.6.64.6,62.430037930205415
1748369255.6562166,8.8.8.8,53.30150696747753
1748369255.6562166,1.1.1.1,58.30150696747753
1748369255.6562166,9.9.9.9,94.30150696747752
1748369255.6562166,208.67.222.222,56.30150696747753
1748369255.6562166,64.6.64.6,76.30150696747752
1748369315.6562166,8.8.8.8,72.17122562666695
1748369315.6562166,1.1.1.1,48.17122562666695
1748369315.6562166,9.9.9.9,53.17122562666695
1748369315.6562166,208.67.222.222,66.17122562666695
1748369315.6562166,64.6.64.6,69.17122562666695
1748369375.6562166,8.8.8.8,69.0392300961973
1748369375.6562166,1.1.1.1,58.0392300961973
1748369375.6562166,9.9.9.9,61.0392300961973
1748369375.6562166,208.67.222.222,65.0392300961973
1748369375.6562166,64.6.64.6,92.0392300961973
1748369435.6562166,8.8.8.8,62.90555704064496
1748369435.6562166,1.1.1.1,57.90555704064496
1748369435.6562166,9.9.9.9,63.90555704064496
1748369435.6562166,208.67.222.222,69.90555704064496
1748369435.6562166,64.6.64.6,71.90555704064496
1748369495.6562166,8.8.8.8,68.77024359055471
1748369495.6562166,1.1.1.1,65.77024359055471
1748369495.6562166,9.9.9.9,53.77024359055471
1748369495.6562166,208.67.222.222,75.77024359055471
1748369495.6562166,64.6.64.6,64.77024359055471
1748369555.6562166,8.8.8.8,53.63332733212596
1748369555.6562166,1.1.1.1,60.63332733212596
1748369555.6562166,9.9.9.9,152.63332733212596
1748369555.6562166,208.67.222.222,67.63332733212596
1748369555.6562166,64.6.64.6,48.63332733212596
1748369615.6562166,8.8.8.8,57.49484629628598
1748369615.6562166,1.1.1.1,51.49484629628598
1748369615.6562166,9.9.9.9,74.49484629628597
1748369615.6562166,208.67.222.222,66.49484629628597
1748369615.6562166,64.6.64.6,47.49484629628598
1748369675.6562166,8.8.8.8,67.35483895006598
1748369675.6562166,1.1.1.1,55.35483895006598
1748369675.6562166,9.9.9.9,47.35483895006598
1748369675.6562166,208.67.222.222,45.35483895006598
1748369675.6562166,64.6.64.6,54.35483895006598
1748369735.6562166,8.8.8.8,72.2133441830143
1748369735.6562166,1.1.1.1,47.21334418301429
1748369735.6562166,9.9.9.9,94.2133441830143
1748369735.6562166,208.67.222.222,57.21334418301429
1748369735.6562166,64.6.64.6,103.2133441830143
1748369795.6562166,8.8.8.8,75.07040129832303
1748369795.6562166,1.1.1.1,66.07040129832303
1748369795.6562166,9.9.9.9,49.070401298323034
1748369795.6562166,208.67.222.222,63.070401298323034
1748369795.6562166,64.6.64.6,66.07040129832303
1748369855.6562166,8.8.8.8,72.92605000142993
1748369855.6562166,1.1.1.1,63.926050001429935
1748369855.6562166,9.9.9.9,84.92605000142993
1748369855.6562166,208.67.222.222,72.92605000142993
1748369855.6562166,64.6.64.6,67.92605000142993
1748369915.6562166,8.8.8.8,68.78033038898926
1748369915.6562166,1.1.1.1,50.780330388989256
1748369915.6562166,9.9.9.9,64.78033038898926
1748369915.6562166,208.67.222.222,49.780330388989256
1748369915.6562166,64.6.64.6,71.78033038898926
1748369975.6562166,8.8.8.8,67.63328293773414
1748369975.6562166,1.1.1.1,73.63328293773414
1748369975.6562166,9.9.9.9,71.63328293773414
1748369975.6562166,208.67.222.222,71.63328293773414
1748369975.6562166,64.6.64.6,60.633282937734144
1748370035.6562166,8.8.8.8,50.48494849323329
1748370035.6562166,1.1.1.1,48.48494849323329
1748370035.6562166,9.9.9.9,46.48494849323329
1748370035.6562166,208.67.222.222,66.48494849323329
1748370035.6562166,64.6.64.6,50.48494849323329
1748370095.6562166,8.8.8.8,59.33536825854525
1748370095.6562166,1.1.1.1,57.33536825854525
1748370095.6562166,9.9.9.9,58.33536825854525
1748370095.6562166,208.67.222.222,54.33536825854525
1748370095.6562166,64.6.64.6,46.33536825854525
1748370155.6562166,8.8.8.8,73.18458378277342
1748370155.6562166,1.1.1.1,59.18458378277341
1748370155.6562166,9.9.9.9,70.18458378277342
1748370155.6562166,208.67.222.222,51.18458378277341
1748370155.6562166,64.6.64.6,47.18458378277341
1748370215.6562166,8.8.8.8,70.0326369495248
1748370215.6562166,1.1.1.1,69.0326369495248
1748370215.6562166,9.9.9.9,112.0326369495248
1748370215.6562166,208.67.222.222,46.0326369495248
1748370215.6562166,64.6.64.6,66.0326369495248
1748370275.6562166,8.8.8.8,55.87956996527607
1748370275.6562166,1.1.1.1,58.87956996527607
1748370275.6562166,9.9.9.9,65.87956996527608
1748370275.6562166,208.67.222.222,152.87956996527606
1748370275.6562166,64.6.64.6,71.87956996527608
1748370335.6562166,8.8.8.8,73.72542534764972
1748370335.6562166,1.1.1.1,47.72542534764972
1748370335.6562166,9.9.9.9,61.72542534764972
1748370335.6562166,208.67.222.222,72.72542534764972
1748370335.6562166,64.6.64.6,51.72542534764972
1748370395.6562166,8.8.8.8,52.57024591360392
1748370395.6562166,1.1.1.1,47.57024591360392
1748370395.6562166,9.9.9.9,73.57024591360393
1748370395.6562166,208.67.222.222,70.57024591360393
1748370395.6562166,64.6.64.6,57.57024591360392
1748370455.6562166,8.8.8.8,66.41407476753919
1748370455.6562166,1.1.1.1,73.41407476753919
1748370455.6562166,9.9.9.9,50.4140747675392
1748370455.6562166,208.67.222.222,59.4140747675392
1748370455.6562166,64.6.64.6,58.4140747675392
1748370515.6562166,8.8.8.8,48.25695528877492
1748370515.6562166,1.1.1.1,68.25695528877492
1748370515.6562166,9.9.9.9,47.25695528877492
1748370515.6562166,208.67.222.222,80.25695528877492
1748370515.6562166,64.6.64.6,50.25695528877492
1748370575.6562166,8.8.8.8,68.09893112169789
1748370575.6562166,1.1.1.1,68.09893112169789
1748370575.6562166,9.9.9.9,63.09893112169789
1748370575.6562166,208.67.222.222,73.09893112169789
1748370575.6562166,64.6.64.6,58.09893112169789
1748370635.6562166,8.8.8.8,72.94004616034687
1748370635.6562166,1.1.1.1,67.94004616034687
1748370635.6562166,9.9.9.9,63.94004616034686
1748370635.6562166,208.67.222.222,53.94004616034686
1748370635.6562166,64.6.64.6,64.94004616034687
1748370695.6562166,8.8.8.8,49.78034453841167
1748370695.6562166,1.1.1.1,69.78034453841167
1748370695.6562166,9.9.9.9,60.78034453841167
1748370695.6562166,208.67.222.222,45.78034453841167
1748370695.6562166,64.6.64.6,58.78034453841167
1748370755.6562166,8.8.8.8,53.619870616427065
1748370755.6562166,1.1.1.1,60.619870616427065
1748370755.6562166,9.9.9.9,68.61987061642706
1748370755.6562166,208.67.222.222,43.619870616427065
1748370755.6562166,64.6.64.6,46.619870616427065
1748370815.6562166,8.8.8.8,57.45866896945063
1748370815.6562166,1.1.1.1,45.45866896945063
1748370815.6562166,9.9.9.9,50.45866896945063
1748370815.6562166,208.67.222.222,45.45866896945063
1748370815.6562166,64.6.64.6,57.45866896945063
1748370875.6562166,8.8.8.8,80.29678437468107
1748370875.6562166,1.1.1.1,47.296784374681074
1748370875.6562166,9.9.9.9,92.29678437468107
1748370875.6562166,208.67.222.222,49.296784374681074
1748370875.6562166,64.6.64.6,48.296784374681074
1748370935.6562166,8.8.8.8,52.134261799020464
1748370935.6562166,1.1.1.1,64.13426179902046
1748370935.6562166,9.9.9.9,48.134261799020464
1748370935.6562166,208.67.222.222,70.13426179902046
1748370935.6562166,64.6.64.6,78.13426179902046
1748370995.6562166,8.8.8.8,67.97114638658367
1748370995.6562166,1.1.1.1,105.97114638658367
1748370995.6562166,9.9.9.9,71.97114638658367
1748370995.6562166,208.67.222.222,53.97114638658367
1748370995.6562166,64.6.64.6,41.97114638658367
1748371055.6562166,8.8.8.8,65.80748344615863
1748371055.6562166,1.1.1.1,53.80748344615862
1748371055.6562166,9.9.9.9,76.80748344615863
1748371055.6562166,208.67.222.222,64.80748344615863
1748371055.6562166,64.6.64.6,60.80748344615862
1748371115.6562166,8.8.8.8,65.64331843862085
1748371115.6562166,1.1.1.1,48.64331843862085
1748371115.6562166,9.9.9.9,49.64331843862085
1748371115.6562166,208.67.222.222,117.64331843862085
1748371115.6562166,64.6.64.6,92.64331843862085
1748371175.6562166,8.8.8.8,71.47869696430574
1748371175.6562166,1.1.1.1,112.47869696430574
1748371175.6562166,9.9.9.9,43.47869696430574
1748371175.6562166,208.67.222.222,62.47869696430574
1748371175.6562166,64.6.64.6,50.47869696430574
1748371235.6562166,8.8.8.8,43.31366475034206
1748371235.6562166,1.1.1.1,54.31366475034206
1748371235.6562166,9.9.9.9,48.31366475034206
1748371235.6562166,208.67.222.222,70.31366475034207
1748371235.6562166,64.6.64.6,71.31366475034207
1748371295.6562166,8.8.8.8,59.1482676379503
1748371295.6562166,1.1.1.1,53.1482676379503
1748371295.6562166,9.9.9.9,71.1482676379503
1748371295.6562166,208.67.222.222,57.1482676379503
1748371295.6562166,64.6.64.6,68.1482676379503
1748371355.6562166,8.8.8.8,57.982551569709265
1748371355.6562166,1.1.1.1,118.98255156970926
1748371355.6562166,9.9.9.9,59.982551569709265
1748371355.6562166,208.67.222.222,52.982551569709265
1748371355.6562166,64.6.64.6,42.982551569709265
1748371415.6562166,8.8.8.8,62.81656257621442
1748371415.6562166,1.1.1.1,66.81656257621442
1748371415.6562166,9.9.9.9,65.81656257621442
1748371415.6562166,208.67.222.222,63.81656257621442
1748371415.6562166,64.6.64.6,43.81656257621442
1748371475.6562166,8.8.8.8,70.65034676561159
1748371475.6562166,1.1.1.1,46.65034676561159
1748371475.6562166,9.9.9.9,43.65034676561159
1748371475.6562166,208.67.222.222,60.65034676561159
1748371475.6562166,64.6.64.6,58.65034676561159
1748371535.6562166,8.8.8.8,70.48395030731122
1748371535.6562166,1.1.1.1,66.48395030731122
1748371535.6562166,9.9.9.9,50.483950307311225
1748371535.6562166,208.67.222.222,68.48395030731122
1748371535.6562166,64.6.64.6,47.483950307311225
1748371595.6562166,8.8.8.8,40.317419421481794
1748371595.6562166,1.1.1.1,53.317419421481794
1748371595.6562166,9.9.9.9,107.31741942148179
1748371595.6562166,208.67.222.222,70.31741942148179
1748371595.6562166,64.6.64.6,53.317419421481794
1748371655.6562166,8.8.8.8,117.15080036563188
1748371655.6562166,1.1.1.1,60.15080036563188
1748371655.6562166,9.9.9.9,56.15080036563188
1748371655.6562166,208.67.222.222,62.15080036563188
1748371655.6562166,64.6.64.6,65.15080036563188
1748371715.6562166,8.8.8.8,40.01586057823882
1748371715.6562166,1.1.1.1,57.01586057823882
1748371715.6562166,9.9.9.9,60.01586057823882
1748371715.6562166,208.67.222.222,70.01586057823882
1748371715.6562166,64.6.64.6,67.01586057823882
1748371775.6562166,8.8.8.8,50.182517116495326
1748371775.6562166,1.1.1.1,51.182517116495326
1748371775.6562166,9.9.9.9,68.18251711649533
1748371775.6562166,208.67.222.222,58.182517116495326
1748371775.6562166,64.6.64.6,70.18251711649533
1748371835.6562166,8.8.8.8,58.34912295672642
1748371835.6562166,1.1.1.1,60.34912295672642
1748371835.6562166,9.9.9.9,66.34912295672642
1748371835.6562166,208.67.222.222,63.34912295672642
1748371835.6562166,64.6.64.6,43.34912295672642
1748371895.6562166,8.8.8.8,52.51563182060332
1748371895.6562166,1.1.1.1,67.51563182060332
1748371895.6562166,9.9.9.9,64.51563182060332
1748371895.6562166,208.67.222.222,59.51563182060332
1748371895.6562166,64.6.64.6,43.51563182060332
1748371955.6562166,8.8.8.8,87.6819974567345
1748371955.6562166,1.1.1.1,60.6819974567345
1748371955.6562166,9.9.9.9,51.6819974567345
1748371955.6562166,208.67.222.222,48.6819974567345
1748371955.6562166,64.6.64.6,63.6819974567345
1748372015.6562166,8.8.8.8,63.84817365351303
1748372015.6562166,1.1.1.1,59.84817365351303
1748372015.6562166,9.9.9.9,45.84817365351303
1748372015.6562166,208.67.222.222,62.84817365351303
1748372015.6562166,64.6.64.6,69.84817365351303
1748372075.6562166,8.8.8.8,42.01411425195276
1748372075.6562166,1.1.1.1,63.01411425195276
1748372075.6562166,9.9.9.9,54.01411425195276
1748372075.6562166,208.67.222.222,69.01411425195276
1748372075.6562166,64.6.64.6,43.01411425195276
1748372135.6562166,8.8.8.8,44.179773158510045
1748372135.6562166,1.1.1.1,48.179773158510045
1748372135.6562166,9.9.9.9,41.179773158510045
1748372135.6562166,208.67.222.222,63.179773158510045
1748372135.6562166,64.6.64.6,42.179773158510045
1748372195.6562166,8.8.8.8,68.34510435788714
1748372195.6562166,1.1.1.1,50.345104357887145
1748372195.6562166,9.9.9.9,47.345104357887145
1748372195.6562166,208.67.222.222,48.345104357887145
1748372195.6562166,64.6.64.6,57.345104357887145
1748372255.6562166,8.8.8.8,152.510061925814
1748372255.6562166,1.1.1.1,64.510061925814
1748372255.6562166,9.9.9.9,69.510061925814
1748372255.6562166,208.67.222.222,42.510061925814
1748372255.6562166,64.6.64.6,59.510061925814
1748372315.6562166,8.8.8.8,49.67460004237852
1748372315.6562166,1.1.1.1,61.67460004237852
1748372315.6562166,9.9.9.9,41.67460004237852
1748372315.6562166,208.67.222.222,51.67460004237852
1748372315.6562166,64.6.64.6,69.67460004237853
1748372375.6562166,8.8.8.8,71.83867300245707
1748372375.6562166,1.1.1.1,58.83867300245707
1748372375.6562166,9.9.9.9,66.83867300245707
1748372375.6562166,208.67.222.222,50.83867300245707
1748372375.6562166,64.6.64.6,46.83867300245707
1748372435.6562166,8.8.8.8,67.0022352318578
1748372435.6562166,1.1.1.1,61.0022352318578
1748372435.6562166,9.9.9.9,53.0022352318578
1748372435.6562166,208.67.222.222,69.0022352318578
1748372435.6562166,64.6.64.6,60.0022352318578
1748372495.6562166,8.8.8.8,71.16524129767984
1748372495.6562166,1.1.1.1,56.165241297679835
1748372495.6562166,9.9.9.9,66.16524129767984
1748372495.6562166,208.67.222.222,44.165241297679835
1748372495.6562166,64.6.64.6,70.16524129767984
1748372555.6562166,8.8.8.8,102.32764592150859
1748372555.6562166,1.1.1.1,55.32764592150859
1748372555.6562166,9.9.9.9,44.32764592150859
1748372555.6562166,208.67.222.222,58.32764592150859
1748372555.6562166,64.6.64.6,63.32764592150859
1748372615.6562166,8.8.8.8,69.48940399199283
1748372615.6562166,1.1.1.1,53.48940399199284
1748372615.6562166,9.9.9.9,64.48940399199283
1748372615.6562166,208.67.222.222,108.48940399199283
1748372615.6562166,64.6.64.6,69.48940399199283
1748372675.6562166,8.8.8.8,70.65047057737534
1748372675.6562166,1.1.1.1,58.65047057737534
1748372675.6562166,9.9.9.9,50.65047057737534
1748372675.6562166,208.67.222.222,54.65047057737534
1748372675.6562166,64.6.64.6,42.65047057737534
1748372735.6562166,8.8.8.8,61.81080093797361
1748372735.6562166,1.1.1.1,57.81080093797361
1748372735.6562166,9.9.9.9,69.81080093797361
1748372735.6562166,208.67.222.222,54.81080093797361
1748372735.6562166,64.6.64.6,72.81080093797361
1748372795.6562166,8.8.8.8,71.97035053860732
1748372795.6562166,1.1.1.1,60.97035053860732
1748372795.6562166,9.9.9.9,53.97035053860732
1748372795.6562166,208.67.222.222,63.97035053860732
1748372795.6562166,64.6.64.6,47.97035053860732
1748372855.6562166,8.8.8.8,43.12907506096888
1748372855.6562166,1.1.1.1,61.12907506096888
1748372855.6562166,9.9.9.9,85.12907506096887
1748372855.6562166,208.67.222.222,48.12907506096888
1748372855.6562166,64.6.64.6,66.12907506096887
1748372915.6562166,8.8.8.8,69.2869304159338
1748372915.6562166,1.1.1.1,64.2869304159338
1748372915.6562166,9.9.9.9,43.2869304159338
1748372915.6562166,208.67.222.222,53.2869304159338
1748372915.6562166,64.6.64.6,59.2869304159338
1748372975.6562166,8.8.8.8,43.443872755807405
1748372975.6562166,1.1.1.1,51.443872755807405
1748372975.6562166,9.9.9.9,46.443872755807405
1748372975.6562166,208.67.222.222,73.4438727558074
1748372975.6562166,64.6.64.6,47.443872755807405
1748373035.6562166,8.8.8.8,57.59985848650443
1748373035.6562166,1.1.1.1,66.59985848650443
1748373035.6562166,9.9.9.9,56.59985848650443
1748373035.6562166,208.67.222.222,54.59985848650443
1748373035.6562166,64.6.64.6,49.59985848650443
1748373095.6562166,8.8.8.8,45.75484427965825
1748373095.6562166,1.1.1.1,71.75484427965824
1748373095.6562166,9.9.9.9,156.75484427965824
1748373095.6562166,208.67.222.222,68.75484427965824
1748373095.6562166,64.6.64.6,48.75484427965825
1748373155.6562166,8.8.8.8,65.90878708465623
1748373155.6562166,1.1.1.1,52.90878708465623
1748373155.6562166,9.9.9.9,72.90878708465623
1748373155.6562166,208.67.222.222,69.90878708465623
1748373155.6562166,64.6.64.6,118.90878708465623
1748373215.6562166,8.8.8.8,62.06164414112987
1748373215.6562166,1.1.1.1,57.06164414112987
1748373215.6562166,9.9.9.9,91.06164414112986
1748373215.6562166,208.67.222.222,48.06164414112987
1748373215.6562166,64.6.64.6,67.06164414112986
1748373275.6562166,8.8.8.8,65.21337298870091
1748373275.6562166,1.1.1.1,77.21337298870091
1748373275.6562166,9.9.9.9,88.21337298870091
1748373275.6562166,208.67.222.222,48.21337298870091
1748373275.6562166,64.6.64.6,85.21337298870091
1748373335.6562166,8.8.8.8,45.36393148197866
1748373335.6562166,1.1.1.1,52.36393148197866
1748373335.6562166,9.9.9.9,53.36393148197866
1748373335.6562166,208.67.222.222,71.36393148197865
1748373335.6562166,64.6.64.6,55.36393148197866
1748373395.6562166,8.8.8.8,45.51327780012753
1748373395.6562166,1.1.1.1,68.51327780012753
1748373395.6562166,9.9.9.9,93.51327780012753
1748373395.6562166,208.67.222.222,65.51327780012753
1748373395.6562166,64.6.64.6,72.51327780012753
1748373455.6562166,8.8.8.8,66.66137045901947
1748373455.6562166,1.1.1.1,70.66137045901947
1748373455.6562166,9.9.9.9,54.661370459019466
1748373455.6562166,208.67.222.222,50.661370459019466
1748373455.6562166,64.6.64.6,66.66137045901947
1748373515.6562166,8.8.8.8,65.80816832275703
1748373515.6562166,1.1.1.1,48.80816832275703
1748373515.6562166,9.9.9.9,60.80816832275703
1748373515.6562166,208.67.222.222,65.80816832275703
1748373515.6562166,64.6.64.6,48.80816832275703
1748373575.6562166,8.8.8.8,67.95363061509977
1748373575.6562166,1.1.1.1,58.95363061509977
1748373575.6562166,9.9.9.9,67.95363061509977
1748373575.6562166,208.67.222.222,51.95363061509977
1748373575.6562166,64.6.64.6,65.95363061509977
1748373635.6562166,8.8.8.8,46.09771693079071
1748373635.6562166,1.1.1.1,72.09771693079071
1748373635.6562166,9.9.9.9,64.09771693079071
1748373635.6562166,208.67.222.222,51.09771693079071
1748373635.6562166,64.6.64.6,46.09771693079071
1748373695.6562166,8.8.8.8,68.24038724677976
1748373695.6562166,1.1.1.1,49.24038724677976
1748373695.6562166,9.9.9.9,65.24038724677976
1748373695.6562166,208.67.222.222,49.24038724677976
1748373695.6562166,64.6.64.6,52.24038724677976
1748373755.6562166,8.8.8.8,73.38160193334097
1748373755.6562166,1.1.1.1,59.381601933340974
1748373755.6562166,9.9.9.9,100.38160193334097
1748373755.6562166,208.67.222.222,47.381601933340974
1748373755.6562166,64.6.64.6,68.38160193334097
1748373815.6562166,8.8.8.8,68.52132176508056
1748373815.6562166,1.1.1.1,64.52132176508056
1748373815.6562166,9.9.9.9,60.521321765080565
1748373815.6562166,208.67.222.222,123.52132176508056
1748373815.6562166,64.6.64.6,78.52132176508056
1748373875.6562166,8.8.8.8,66.65950793183256
1748373875.6562166,1.1.1.1,63.659507931832565
1748373875.6562166,9.9.9.9,89.65950793183256
1748373875.6562166,208.67.222.222,90.65950793183256
1748373875.6562166,64.6.64.6,75.65950793183256
1748373935.6562166,8.8.8.8,49.796122049439205
1748373935.6562166,1.1.1.1,73.7961220494392
1748373935.6562166,9.9.9.9,56.796122049439205
1748373935.6562166,208.67.222.222,59.796122049439205
1748373935.6562166,64.6.64.6,49.796122049439205
1748373995.6562166,8.8.8.8,66.93112617041292
1748373995.6562166,1.1.1.1,65.93112617041292
1748373995.6562166,9.9.9.9,53.93112617041293
1748373995.6562166,208.67.222.222,72.93112617041292
1748373995.6562166,64.6.64.6,74.93112617041292
1748374055.6562166,8.8.8.8,55.06448279447712
1748374055.6562166,1.1.1.1,74.06448279447712
1748374055.6562166,9.9.9.9,66.06448279447712
1748374055.6562166,208.67.222.222,65.06448279447712
1748374055.6562166,64.6.64.6,47.06448279447712
1748374115.6562166,8.8.8.8,73.19615487943946
1748374115.6562166,1.1.1.1,65.19615487943946
1748374115.6562166,9.9.9.9,63.19615487943946
1748374115.6562166,208.67.222.222,61.19615487943946
1748374115.6562166,64.6.64.6,57.19615487943946
1748374175.6562166,8.8.8.8,68.32610584964776
1748374175.6562166,1.1.1.1,57.32610584964776
1748374175.6562166,9.9.9.9,52.32610584964776
1748374175.6562166,208.67.222.222,57.32610584964776
1748374175.6562166,64.6.64.6,64.32610584964776
1748374235.6562166,8.8.8.8,114.45429960890873
1748374235.6562166,1.1.1.1,61.45429960890873
1748374235.6562166,9.9.9.9,62.45429960890873
1748374235.6562166,208.67.222.222,65.45429960890873
1748374235.6562166,64.6.64.6,117.45429960890873
1748374295.6562166,8.8.8.8,56.58070054866908
1748374295.6562166,1.1.1.1,110.58070054866909
1748374295.6562166,9.9.9.9,49.58070054866908
1748374295.6562166,208.67.222.222,47.58070054866908
1748374295.6562166,64.6.64.6,57.58070054866908
1748374355.6562166,8.8.8.8,61.705273558369434
1748374355.6562166,1.1.1.1,47.705273558369434
1748374355.6562166,9.9.9.9,50.705273558369434
1748374355.6562166,208.67.222.222,57.705273558369434
1748374355.6562166,64.6.64.6,72.70527355836944
1748374415.6562166,8.8.8.8,61.82798403519701
1748374415.6562166,1.1.1.1,75.827984035197
1748374415.6562166,9.9.9.9,73.827984035197
1748374415.6562166,208.67.222.222,57.82798403519701
1748374415.6562166,64.6.64.6,102.827984035197
1748374475.6562166,8.8.8.8,50.94879789369728
1748374475.6562166,1.1.1.1,92.94879789369728
1748374475.6562166,9.9.9.9,71.94879789369728
1748374475.6562166,208.67.222.222,52.94879789369728
1748374475.6562166,64.6.64.6,51.94879789369728
1748374535.6562166,8.8.8.8,59.067681575241956
1748374535.6562166,1.1.1.1,53.067681575241956
1748374535.6562166,9.9.9.9,62.067681575241956
1748374535.6562166,208.67.222.222,73.06768157524195
1748374535.6562166,64.6.64.6,65.06768157524195
1748374595.6562166,8.8.8.8,67.18460205735059
1748374595.6562166,1.1.1.1,119.18460205735059
1748374595.6562166,9.9.9.9,49.18460205735059
1748374595.6562166,208.67.222.222,70.18460205735059
1748374595.6562166,64.6.64.6,62.18460205735059
1748374655.6562166,8.8.8.8,66.2995268628633
1748374655.6562166,1.1.1.1,53.29952686286331
1748374655.6562166,9.9.9.9,60.29952686286331
1748374655.6562166,208.67.222.222,64.2995268628633
1748374655.6562166,64.6.64.6,64.2995268628633
1748374715.6562166,8.8.8.8,72.412424068962
1748374715.6562166,1.1.1.1,75.412424068962
1748374715.6562166,9.9.9.9,60.412424068962
1748374715.6562166,208.67.222.222,65.412424068962
1748374715.6562166,64.6.64.6,70.412424068962
1748374775.6562166,8.8.8.8,75.52326231603757
1748374775.6562166,1.1.1.1,53.523262316037574
1748374775.6562166,9.9.9.9,56.523262316037574
1748374775.6562166,208.67.222.222,54.523262316037574
